tick_id,date,site,life_stage,bb_result
614,2017-05-29,Foote,nymph,1
575,2017-05-29,Foote,nymph,0
576,2017-05-29,Foote,nymph,0
578,2017-05-29,Foote,nymph,0
579,2017-05-29,Foote,nymph,0
582,2017-05-29,Foote,nymph,0
588,2017-05-29,Foote,nymph,0
591,2017-05-29,Foote,nymph,0
593,2017-05-29,Foote,nymph,0
594,2017-05-29,Foote,nymph,0
598,2017-05-29,Foote,nymph,0
599,2017-05-29,Foote,nymph,0
600,2017-05-29,Foote,nymph,0
625,2017-05-29,Foote,nymph,0
642,2017-05-29,Foote,nymph,0
629,2017-05-29,Foote,nymph,0
630,2017-05-29,Foote,nymph,0
631,2017-05-29,Foote,nymph,0
601,2017-05-29,Foote,nymph,0
607,2017-05-29,Foote,nymph,0
608,2017-05-29,Foote,nymph,0
610,2017-05-29,Foote,nymph,0
611,2017-05-29,Foote,nymph,0
618,2017-05-29,Foote,nymph,0
619,2017-05-29,Foote,nymph,0
622,2017-05-29,Foote,nymph,0
641,2017-05-29,Foote,nymph,0
613,2017-05-29,Foote,nymph,0
616,2017-05-29,Foote,nymph,0
632,2017-05-30,SPIN,nymph,0
636,2017-05-31,Major,nymph,0
702,2017-05-31,Major,nymph,0
706,2017-05-31,Major,nymph,0
708,2017-05-31,Major,nymph,0
647,2017-05-31,Major,nymph,0
648,2017-05-31,Major,nymph,0
649,2017-05-31,Major,nymph,0
651,2017-05-31,Major,nymph,0
653,2017-05-31,Major,nymph,0
710,2017-05-31,Major,nymph,1
634,2017-05-31,Major,male,0
705,2017-05-31,Major,nymph,0
655,2017-05-31,Major,nymph,0
660,2017-05-31,Major,nymph,0
715,2017-05-31,Major,nymph,0
716,2017-05-31,Major,nymph,0
719,2017-05-31,Major,nymph,0
723,2017-05-31,Major,nymph,0
725,2017-05-31,Major,nymph,0
726,2017-05-31,Major,nymph,0
711,2017-05-31,Major,nymph,1
718,2017-05-31,Major,nymph,1
724,2017-05-31,Major,nymph,1
661,2017-05-31,Major,nymph,0
751,2017-06-01,Foote,nymph,0
676,2017-06-01,Foote,nymph,0
677,2017-06-01,Foote,nymph,0
678,2017-06-01,Foote,nymph,0
679,2017-06-01,Foote,nymph,0
681,2017-06-01,Foote,nymph,0
682,2017-06-01,Foote,nymph,0
683,2017-06-01,Foote,nymph,0
684,2017-06-01,Foote,nymph,0
685,2017-06-01,Foote,nymph,0
748,2017-06-01,Foote,nymph,1
752,2017-06-01,Foote,nymph,1
753,2017-06-01,Foote,nymph,1
689,2017-06-01,Gorge,nymph,1
687,2017-06-01,Gorge,nymph,0
690,2017-06-01,Gorge,nymph,0
754,2017-06-01,Gorge,nymph,0
755,2017-06-01,Gorge,nymph,0
756,2017-06-01,Gorge,nymph,0
757,2017-06-01,Gorge,nymph,0
688,2017-06-01,Gorge,nymph,1
666,2017-06-01,Lourie,nymph,0
667,2017-06-01,Lourie,nymph,0
729,2017-06-01,Lourie,nymph,0
733,2017-06-01,Lourie,nymph,0
734,2017-06-01,Lourie,nymph,0
735,2017-06-01,Lourie,nymph,0
736,2017-06-01,Lourie,nymph,0
746,2017-06-01,Lourie,nymph,1
675,2017-06-01,Lourie,male,0
737,2017-06-01,Lourie,nymph,0
738,2017-06-01,Lourie,male,0
740,2017-06-01,Lourie,nymph,0
741,2017-06-01,Lourie,nymph,0
743,2017-06-01,Lourie,nymph,0
744,2017-06-01,Lourie,nymph,0
745,2017-06-01,Lourie,nymph,0
747,2017-06-01,Lourie,nymph,0
670,2017-06-01,Lourie,female,1
673,2017-06-01,Lourie,nymph,1
674,2017-06-01,Lourie,nymph,1
671,2017-06-01,Lourie,nymph,0
847,2017-06-05,BRF,nymph,0
762,2017-06-02,BRF,nymph,0
852,2017-06-05,Chipman,nymph,0
853,2017-06-05,Chipman,female,0
858,2017-06-05,Chipman,nymph,0
860,2017-06-05,Chipman,nymph,0
861,2017-06-05,Chipman,nymph,0
862,2017-06-05,Chipman,nymph,0
765,2017-06-05,Chipman,nymph,0
766,2017-06-05,Chipman,nymph,0
768,2017-06-05,Chipman,male,0
769,2017-06-05,Chipman,male,0
770,2017-06-05,Chipman,nymph,0
771,2017-06-05,Chipman,nymph,0
777,2017-06-05,Chipman,nymph,0
854,2017-06-05,Chipman,female,1
856,2017-06-05,Chipman,nymph,1
767,2017-06-05,Chipman,female,1
776,2017-06-05,Chipman,female,1
857,2017-06-05,Chipman,nymph,1
772,2017-06-05,Chipman,nymph,0
851,2017-06-05,UpperChipman,nymph,0
850,2017-06-05,UpperChipman,nymph,0
795,2017-06-07,Foote,nymph,1
781,2017-06-07,Foote,nymph,0
783,2017-06-07,Foote,nymph,0
787,2017-06-07,Foote,nymph,0
797,2017-06-07,Foote,nymph,0
779,2017-06-07,Foote,nymph,1
780,2017-06-07,Foote,nymph,1
784,2017-06-07,Foote,nymph,1
790,2017-06-07,Foote,nymph,1
785,2017-06-07,Foote,nymph,0
788,2017-06-07,Foote,nymph,0
789,2017-06-07,Foote,nymph,0
867,2017-06-07,Foote,nymph,0
872,2017-06-07,Foote,nymph,0
876,2017-06-07,Foote,nymph,0
881,2017-06-07,Foote,nymph,0
879,2017-06-07,Foote,nymph,1
885,2017-06-07,Foote,nymph,0
944,2017-06-07,Foote,male,1
956,2017-06-07,Foote,nymph,1
941,2017-06-07,Foote,nymph,0
945,2017-06-07,Foote,nymph,0
958,2017-06-07,Foote,nymph,0
960,2017-06-07,Foote,nymph,0
942,2017-06-07,Foote,female,1
947,2017-06-07,Foote,nymph,1
950,2017-06-07,Foote,nymph,1
959,2017-06-07,Foote,nymph,1
952,2017-06-07,Foote,nymph,0
957,2017-06-07,Foote,nymph,1
912,2017-06-07,Lourie,nymph,0
913,2017-06-07,Lourie,nymph,0
916,2017-06-07,Lourie,nymph,0
919,2017-06-07,Lourie,nymph,0
974,2017-06-07,Lourie,nymph,0
976,2017-06-07,Lourie,nymph,0
975,2017-06-07,Lourie,nymph,0
917,2017-06-07,Lourie,nymph,1
971,2017-06-07,Lourie,female,1
973,2017-06-07,Lourie,nymph,1
909,2017-06-07,Lourie,nymph,1
972,2017-06-07,Lourie,female,1
900,2017-06-07,Lourie,nymph,0
929,2017-06-07,Lourie,nymph,0
930,2017-06-07,Lourie,nymph,0
932,2017-06-07,Lourie,nymph,0
934,2017-06-07,Lourie,nymph,0
899,2017-06-07,Lourie,male,1
1225,2017-06-07,Lourie,nymph,1
901,2017-06-07,Major,nymph,0
902,2017-06-07,Major,nymph,0
903,2017-06-07,Major,nymph,0
904,2017-06-07,Major,nymph,0
905,2017-06-07,Major,nymph,0
906,2017-06-07,Major,nymph,0
921,2017-06-07,Major,nymph,0
928,2017-06-07,Major,nymph,0
924,2017-06-07,Major,male,1
907,2017-06-07,Major,nymph,1
925,2017-06-07,Major,nymph,1
889,2017-06-07,Major,nymph,1
886,2017-06-07,Major,nymph,0
887,2017-06-07,Major,nymph,0
888,2017-06-07,Major,nymph,0
890,2017-06-07,Major,nymph,0
892,2017-06-07,Major,nymph,0
963,2017-06-07,Major,nymph,0
965,2017-06-07,Major,nymph,0
968,2017-06-07,Major,nymph,0
970,2017-06-07,Major,nymph,0
894,2017-06-07,Major,nymph,1
967,2017-06-07,Major,nymph,0
978,2017-06-08,Gorge,nymph,0
979,2017-06-08,Gorge,nymph,0
980,2017-06-08,Gorge,nymph,0
800,2017-06-08,Gorge,male,0
935,2017-06-08,Gorge,male,0
938,2017-06-08,Gorge,nymph,0
936,2017-06-08,Gorge,nymph,1
937,2017-06-08,Gorge,nymph,1
939,2017-06-08,Gorge,nymph,1
1083,2017-06-08,Gorge,nymph,1
1085,2017-06-08,Gorge,nymph,0
1086,2017-06-08,Gorge,nymph,0
1088,2017-06-08,Gorge,nymph,0
1089,2017-06-08,Gorge,nymph,0
1041,2017-06-08,Gorge,nymph,0
1042,2017-06-08,Gorge,nymph,0
1043,2017-06-08,Gorge,nymph,0
1084,2017-06-08,Gorge,nymph,0
1201,2017-06-14,Gilmore,nymph,0
1001,2017-06-14,Gilmore,nymph,0
1207,2017-06-15,Chipman,nymph,0
1210,2017-06-15,Chipman,nymph,0
1212,2017-06-15,Chipman,nymph,0
1202,2017-06-15,Chipman,nymph,1
1090,2017-06-15,Chipman,nymph,1
1100,2017-06-15,Frost,nymph,0
1002,2017-06-15,Frost,nymph,0
1221,2017-06-15,SPIN,nymph,0
1222,2017-06-15,SPIN,nymph,0
1145,2017-06-20,BRF,nymph,0
1148,2017-06-20,UpperChipman,nymph,0
1150,2017-06-20,UpperChipman,nymph,0
1153,2017-06-20,UpperChipman,nymph,0
1146,2017-06-20,UpperChipman,nymph,0
1147,2017-06-20,UpperChipman,nymph,0
1160,2017-06-21,Chipman,nymph,0
1178,2017-06-21,Chipman,nymph,0
1181,2017-06-21,Chipman,nymph,0
1255,2017-06-21,Chipman,nymph,0
1252,2017-06-21,Chipman,nymph,1
1179,2017-06-21,Chipman,nymph,0
1183,2017-06-21,Chipman,nymph,0
1249,2017-06-21,Chipman,nymph,1
1251,2017-06-21,Chipman,nymph,1
1317,2017-06-21,Chipman,nymph,0
1318,2017-06-21,Chipman,nymph,0
1323,2017-06-21,Chipman,nymph,0
1315,2017-06-21,Chipman,nymph,0
1320,2017-06-21,Chipman,male,1
1365,2017-06-21,Foote,nymph,0
1370,2017-06-21,Foote,nymph,0
1372,2017-06-21,Foote,nymph,0
1373,2017-06-21,Foote,nymph,0
1374,2017-06-21,Foote,nymph,0
1237,2017-06-21,Foote,nymph,0
1238,2017-06-21,Foote,nymph,0
1247,2017-06-21,Foote,nymph,0
1366,2017-06-21,Foote,nymph,1
1246,2017-06-21,Foote,nymph,1
1371,2017-06-21,Foote,nymph,0
1375,2017-06-21,Foote,nymph,0
1234,2017-06-21,Foote,nymph,0
1239,2017-06-21,Foote,nymph,0
1301,2017-06-21,Foote,nymph,0
1303,2017-06-21,Foote,nymph,0
1306,2017-06-21,Foote,nymph,0
1309,2017-06-21,Foote,nymph,0
1311,2017-06-21,Foote,nymph,0
1166,2017-06-21,Foote,female,0
1174,2017-06-21,Foote,nymph,0
1176,2017-06-21,Foote,nymph,0
1302,2017-06-21,Foote,nymph,1
1307,2017-06-21,Foote,nymph,1
1163,2017-06-21,Foote,nymph,1
1164,2017-06-21,Foote,nymph,0
1165,2017-06-21,Foote,nymph,0
1173,2017-06-21,Foote,nymph,0
1260,2017-06-21,Gorge,nymph,0
1264,2017-06-21,Gorge,nymph,0
1265,2017-06-21,Gorge,nymph,0
1258,2017-06-21,Gorge,nymph,1
1263,2017-06-21,Gorge,nymph,1
1186,2017-06-21,Gorge,nymph,0
1261,2017-06-21,Gorge,nymph,0
1389,2017-06-21,Gorge,nymph,0
1329,2017-06-21,Gorge,nymph,0
1330,2017-06-21,Gorge,nymph,0
1333,2017-06-21,Gorge,nymph,0
1390,2017-06-21,Gorge,nymph,1
1392,2017-06-21,Gorge,nymph,0
1433,2017-06-22,Lourie,nymph,0
1434,2017-06-22,Lourie,nymph,0
1431,2017-06-22,Lourie,nymph,1
1200,2017-06-22,Lourie,female,1
1343,2017-06-22,Lourie,nymph,0
1344,2017-06-22,Lourie,female,0
1345,2017-06-22,Lourie,nymph,0
1349,2017-06-22,Lourie,nymph,0
1293,2017-06-22,Lourie,nymph,0
1296,2017-06-22,Lourie,nymph,0
1336,2017-06-22,Major,nymph,0
1337,2017-06-22,Major,nymph,0
1282,2017-06-22,Major,nymph,0
1286,2017-06-22,Major,nymph,0
1287,2017-06-22,Major,nymph,0
1334,2017-06-22,Major,nymph,1
1340,2017-06-22,Major,nymph,0
1341,2017-06-22,Major,nymph,0
1266,2017-06-22,Major,nymph,0
1284,2017-06-22,Major,nymph,1
1378,2017-06-22,Major,nymph,0
1394,2017-06-22,Major,nymph,0
1190,2017-06-22,Major,nymph,0
1393,2017-06-22,Major,nymph,0
1395,2017-06-22,Major,nymph,1
1397,2017-06-22,Major,nymph,0
1422,2017-06-22,Major,nymph,0
1196,2017-06-22,Major,nymph,0
1561,2017-06-27,Frost,nymph,1
1401,2017-06-27,SPIN,nymph,0
1453,2017-06-27,SPIN,nymph,0
1521,2017-06-28,Gilmore,nymph,0
1599,2017-07-03,UpperChipman,nymph,0
1600,2017-07-03,UpperChipman,nymph,0
1660,2017-07-03,UpperChipman,nymph,0
1671,2017-07-03,UpperChipman,nymph,0
1598,2017-07-03,UpperChipman,nymph,1
1581,2017-07-03,UpperChipman,nymph,0
1701,2017-07-03,Chipman,nymph,0
1702,2017-07-03,Chipman,nymph,0
1703,2017-07-03,Chipman,nymph,0
1721,2017-07-03,Chipman,nymph,0
1722,2017-07-03,Chipman,nymph,0
1585,2017-07-03,Foote,nymph,0
1586,2017-07-03,Foote,nymph,0
1588,2017-07-03,Foote,nymph,0
1592,2017-07-03,Foote,nymph,0
1596,2017-07-03,Foote,nymph,0
1593,2017-07-03,Foote,female,1
1647,2017-07-03,Foote,nymph,1
1404,2017-07-03,Foote,nymph,0
1405,2017-07-03,Foote,nymph,0
1412,2017-07-03,Foote,nymph,0
1641,2017-07-03,Foote,nymph,0
1642,2017-07-03,Foote,nymph,0
1644,2017-07-03,Foote,nymph,0
1645,2017-07-03,Foote,nymph,0
1653,2017-07-03,Foote,nymph,0
1657,2017-07-03,Foote,nymph,0
1658,2017-07-03,Foote,nymph,0
1659,2017-07-03,Foote,nymph,0
1603,2017-07-03,Foote,nymph,0
1604,2017-07-03,Foote,nymph,0
1605,2017-07-03,Foote,nymph,0
1607,2017-07-03,Foote,nymph,0
1608,2017-07-03,Foote,nymph,1
1411,2017-07-03,Foote,nymph,0
1646,2017-07-03,Foote,nymph,0
1562,2017-07-03,Foote,nymph,1
1563,2017-07-03,Foote,nymph,0
1564,2017-07-03,Foote,nymph,0
1565,2017-07-03,Foote,nymph,0
1571,2017-07-03,Foote,nymph,0
1572,2017-07-03,Foote,nymph,0
1573,2017-07-03,Foote,nymph,0
1574,2017-07-03,Foote,nymph,0
1576,2017-07-03,Foote,nymph,0
1577,2017-07-03,Foote,nymph,0
1579,2017-07-03,Foote,nymph,0
1621,2017-07-03,Foote,nymph,0
1623,2017-07-03,Foote,nymph,0
1626,2017-07-03,Foote,nymph,0
1627,2017-07-03,Foote,nymph,0
1632,2017-07-03,Foote,nymph,0
1639,2017-07-03,Foote,nymph,0
1569,2017-07-03,Foote,nymph,1
1633,2017-07-03,Foote,nymph,1
1638,2017-07-03,Foote,nymph,1
1568,2017-07-03,Foote,nymph,0
1630,2017-07-03,Foote,nymph,0
1771,2017-07-05,Lourie,nymph,0
1706,2017-07-05,Lourie,nymph,1
1865,2017-07-05,Lourie,nymph,0
1871,2017-07-05,Lourie,nymph,0
1873,2017-07-05,Lourie,nymph,0
1875,2017-07-05,Lourie,nymph,1
1691,2017-07-05,Major,nymph,0
1694,2017-07-05,Major,nymph,0
1861,2017-07-05,Major,nymph,0
1695,2017-07-05,Major,nymph,0
1713,2017-07-05,Major,nymph,0
1712,2017-07-05,Major,nymph,0
1445,2017-07-05,Major,nymph,0
1444,2017-07-05,Major,nymph,0
1442,2017-07-05,Major,nymph,0
1780,2017-07-05,Major,nymph,0
1776,2017-07-05,Major,nymph,0
1542,2017-07-10,Crystal,nymph,0
1888,2017-07-10,Crystal,nymph,0
1889,2017-07-10,Crystal,nymph,0
1951,2017-07-10,Gorge,nymph,0
1950,2017-07-10,Gorge,nymph,0
1949,2017-07-10,Gorge,nymph,0
1882,2017-07-10,Gorge,nymph,0
1883,2017-07-10,Gorge,nymph,0
1884,2017-07-10,Gorge,nymph,0
1885,2017-07-10,Gorge,nymph,0
1886,2017-07-10,Gorge,nymph,0
1887,2017-07-10,Gorge,nymph,0
1735,2017-07-10,Gorge,nymph,0
1522,2017-07-10,Gorge,nymph,0
1523,2017-07-10,Gorge,nymph,0
1524,2017-07-10,Gorge,nymph,0
1525,2017-07-10,Gorge,nymph,0
1526,2017-07-10,Gorge,nymph,0
1527,2017-07-10,Gorge,nymph,0
1528,2017-07-10,Gorge,nymph,0
1541,2017-07-10,Gorge,nymph,0
1734,2017-07-10,Gorge,nymph,1
1758,2017-07-12,Frost,nymph,0
1530,2017-07-12,Gilmore,nymph,0
1759,2017-07-12,SPIN,nymph,0
1824,2017-07-18,Chipman,nymph,0
2219,2017-07-18,Chipman,nymph,0
